factor_name,group,subgroup,short_description,doc_id
OpMgn%Gr%3Y,Ratios & Statistics,Margins,"Operating Margin, Three Year Annualized Growth",1290
OpMgn%Gr%5Y,Ratios & Statistics,Margins,"Operating Margin, Five Year Annualized Growth",1290
OpMgn%Gr%A,Ratios & Statistics,Margins,"Operating Margin, Growth Annual",1290
OpMgn%Gr%PQ,Ratios & Statistics,Margins,"Operating Margin, Q vs Previous Q Growth",1290
OpMgn%Gr%PQTTM,Ratios & Statistics,Margins,"Operating Margin, Trailing Twelve Months Growth 1Q Ago",1290
OpMgn%Gr%PYQ,Ratios & Statistics,Margins,"Operating Margin, Q vs 1 year ago Q Growth",1290
OpMgn%Gr%TTM,Ratios & Statistics,Margins,"Operating Margin, Trailing Twelve Months Growth",1290
OpMgn%PQ,Ratios & Statistics,Margins,"Operating Margin, Previous Quarter",1290
OpMgn%PTM,Ratios & Statistics,Margins,"Operating Margin, Previous Trailing 12 Months",1290
OpMgn%PY,Ratios & Statistics,Margins,"Operating Margin, Previous Year",1290
OpMgn%PYQ,Ratios & Statistics,Margins,"Operating Margin, Previous Quarter 1 Year Ago",1290
OpMgn%Q,Ratios & Statistics,Margins,"Operating Margin, Latest Quarter",1290
OpMgn%RegEstANN,Ratios & Statistics,Margins,"Operating Margin, Ten Year Regression Estimate",1290
OpMgn%RegEstTTM,Ratios & Statistics,Margins,"Operating Margin, Five Year Regression Estimate",1290
OpMgn%RegGr%ANN,Ratios & Statistics,Margins,"Operating Margin, Ten Year Regression Estimate",1290
OpMgn%RegGr%TTM,Ratios & Statistics,Margins,"Operating Margin, Five Year Regression Growth",1290
OpMgn%RSD%ANN,Ratios & Statistics,Margins,"Operating Margin, Ten Year Relative Standard Deviation",1290
OpMgn%RSD%TTM,Ratios & Statistics,Margins,"Operating Margin, Five Year Relative Standard Deviation",1290
OpMgn%TTM,Ratios & Statistics,Margins,"Operating Margin, Trailing 12 Months",1290
PTMgn%3YAvg,Ratios & Statistics,Margins,"Pretax Margin, Three Year Average",1287
PTMgn%5Y,Ratios & Statistics,Margins,"Pretax Margin, 5 Year Factor (%)",464
PTMgn%5YAvg,Ratios & Statistics,Margins,"Pretax Margin, Five Year Average",1287
PTMgn%A,Ratios & Statistics,Margins,"Pretax Margin, Latest Year",1287
PTMgn%Gr%10Y,Ratios & Statistics,Margins,"Pretax Margin, Ten Year Annualized Growth",1287
PTMgn%Gr%3Y,Ratios & Statistics,Margins,"Pretax Margin, Three Year Annualized Growth",1287
PTMgn%Gr%5Y,Ratios & Statistics,Margins,"Pretax Margin, Five Year Annualized Growth",1287
PTMgn%Gr%A,Ratios & Statistics,Margins,"Pretax Margin, Growth Annual",1287
PTMgn%Gr%PQ,Ratios & Statistics,Margins,"Pretax Margin, Q vs Previous Q Growth",1287
PTMgn%Gr%PQTTM,Ratios & Statistics,Margins,"Pretax Margin, Trailing Twelve Months Growth 1Q Ago",1287
PTMgn%Gr%PYQ,Ratios & Statistics,Margins,"Pretax Margin, Q vs 1 year ago Q Growth",1287
PTMgn%Gr%TTM,Ratios & Statistics,Margins,"Pretax Margin, Trailing Twelve Months Growth",1287
PTMgn%PQ,Ratios & Statistics,Margins,"Pretax Margin, Previous Quarter",1287
PTMgn%PTM,Ratios & Statistics,Margins,"Pretax Margin, Previous Trailing 12 Months",1287
PTMgn%PY,Ratios & Statistics,Margins,"Pretax Margin, Previous Year",1287
PTMgn%PYQ,Ratios & Statistics,Margins,"Pretax Margin, Previous Quarter 1 Year Ago",1287
PTMgn%Q,Ratios & Statistics,Margins,"Pretax Margin, Latest Quarter",1287
PTMgn%RegEstANN,Ratios & Statistics,Margins,"Pretax Margin, Ten Year Regression Estimate",1287
PTMgn%RegEstTTM,Ratios & Statistics,Margins,"Pretax Margin, Five Year Regression Estimate",1287
PTMgn%RegGr%ANN,Ratios & Statistics,Margins,"Pretax Margin, Ten Year Regression Estimate",1287
PTMgn%RegGr%TTM,Ratios & Statistics,Margins,"Pretax Margin, Five Year Regression Growth",1287
PTMgn%RSD%ANN,Ratios & Statistics,Margins,"Pretax Margin, Ten Year Relative Standard Deviation",1287
PTMgn%RSD%TTM,Ratios & Statistics,Margins,"Pretax Margin, Five Year Relative Standard Deviation",1287
PTMgn%TTM,Ratios & Statistics,Margins,"Pretax Margin, Trailing 12 Months",1287
SGA2Sales%3YAvg,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Three Year Average",1292
SGA2Sales%5Y,Ratios & Statistics,Margins,"Operating Margin, 5 Year Factor (%)",0
SGA2Sales%5YAvg,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Five Year Average",1292
SGA2Sales%A,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Latest Year",1292
SGA2Sales%Gr%10Y,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Ten Year Annualized Growth",1292
SGA2Sales%Gr%3Y,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Three Year Annualized Growth",1292
SGA2Sales%Gr%5Y,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Five Year Annualized Growth",1292
SGA2Sales%Gr%A,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Growth Annual",1292
SGA2Sales%Gr%PQ,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Q vs Previous Q Growth",1292
SGA2Sales%Gr%PQTTM,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Trailing Twelve Months Growth 1Q Ago",1292
SGA2Sales%Gr%PYQ,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Q vs 1 year ago Q Growth",1292
SGA2Sales%Gr%TTM,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Trailing Twelve Months Growth",1292
SGA2Sales%PQ,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Previous Quarter",1292
SGA2Sales%PTM,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Previous Trailing 12 Months",1292
SGA2Sales%PY,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Previous Year",1292
SGA2Sales%PYQ,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Previous Quarter 1 Year Ago",1292
SGA2Sales%Q,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Latest Quarter",1292
SGA2Sales%RegEstANN,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Ten Year Regression Estimate",1292
SGA2Sales%RegEstTTM,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Five Year Regression Estimate",1292
SGA2Sales%RegGr%ANN,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Ten Year Regression Estimate",1292
SGA2Sales%RegGr%TTM,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Five Year Regression Growth",1292
SGA2Sales%RSD%ANN,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Ten Year Relative Standard Deviation",1292
SGA2Sales%RSD%TTM,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Five Year Relative Standard Deviation",1292
SGA2Sales%TTM,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %, Trailing 12 Months",1292
EPS#Positive,Ratios & Statistics,Other,Consecutive years of positive EPS,548
EPSStableQ,Ratios & Statistics,Other,EPS Stability (standard deviation of the past 20 quarters),660
EV,Ratios & Statistics,Other,Enterprise Value is an estimated measure of the total value of a corporation.,1217
EVPS,Ratios & Statistics,Other,Enterprise Value per share is Enterprise Value divided by the number of outstanding shares,1217
Float,Ratios & Statistics,Other,Float (millions).  This is the number of the common shares outstanding that are freely available for public trading.\n\nNOTE:Data is sporadic prior to 2004 and defaults to number of shares when it cannot be calculated,996
FloatPct,Ratios & Statistics,Other, This is the percent of the common shares outstanding that are freely available for public trading.\n\nNOTE:Data is sporadic prior to 2004,997
MktCap,Ratios & Statistics,Other,Market Capitalization ($ millions) - for stocks and closed-end funds (CEFs),556
NAV%Chg12M,Ratios & Statistics,Other,NAV percent change 12 months,0
NAV%Chg1M,Ratios & Statistics,Other,NAV percent change 1 month,0
NAV%Chg3M,Ratios & Statistics,Other,NAV percent change 3 months,0
NAV%Chg6M,Ratios & Statistics,Other,NAV percent change 6 months,0
NoIncP4YN2Y,Ratios & Statistics,Other,Returns the number of yearly EPS increases using the past four years and the future two year estimates. Values range from 0-6,0
NoPosEBITDA5Y,Ratios & Statistics,Other,Number positive EBITDA past 5 Y,0
NoPosEPS5Q,Ratios & Statistics,Other,Number of quarter with positive EPS of the previous 5,0
SusGr%,Ratios & Statistics,Other,Growth Sustainable (%),610
ValROETTM,Ratios & Statistics,Other,"Value of Return On Equity, TTM {ratio}",367
BVPS3YAvg,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Three Year Average",0
BVPS5YAvg,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Five Year Average",0
BVPSA,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Latest Year",0
BVPSGr%10Y,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Ten Year Annualized Growth",0
BVPSGr%3Y,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Three Year Annualized Growth",0
BVPSGr%5Y,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Five Year Annualized Growth",0
BVPSGr%A,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Growth Annual",0
BVPSGr%PQ,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Q vs Previous Q Growth",0
BVPSGr%PQTTM,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Trailing Twelve Months Growth 1Q Ago",0
BVPSGr%PYQ,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Q vs 1 year ago Q Growth",0
BVPSGr%TTM,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Trailing Twelve Months Growth",0
BVPSPQ,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Previous Quarter",0
BVPSPTM,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Previous Trailing 12 Months",0
BVPSPY,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Previous Year",0
BVPSPYQ,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Previous Quarter 1 Year Ago",0
BVPSQ,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Latest Quarter",0
BVPSRegEstANN,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Ten Year Regression Estimate",0
BVPSRegEstTTM,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Five Year Regression Estimate",0
BVPSRegGr%ANN,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Ten Year Regression Estimate",0
BVPSRegGr%TTM,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Five Year Regression Growth",0
BVPSRSD%ANN,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Ten Year Relative Standard Deviation",0
BVPSRSD%TTM,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Five Year Relative Standard Deviation",0
BVPSTTM,Ratios & Statistics,Per Share Ratios,"Book Value Per Share, Trailing 12 Months",0
CapExPS3YAvg,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Three Year Average",923
CapExPS5YAvg,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Five Year Average",923
CapExPSA,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Latest Year",923
CapExPSGr%10Y,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Ten Year Annualized Growth",923
CapExPSGr%3Y,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Three Year Annualized Growth",923
CapExPSGr%5Y,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Five Year Annualized Growth",923
CapExPSGr%A,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Growth Annual",923
CapExPSGr%PQ,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Q vs Previous Q Growth",923
CapExPSGr%PQTTM,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Trailing Twelve Months Growth 1Q Ago",923
CapExPSGr%PYQ,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Q vs 1 year ago Q Growth",923
CapExPSGr%TTM,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Trailing Twelve Months Growth",923
CapExPSPQ,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Previous Quarter",923
CapExPSPTM,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Previous Trailing 12 Months",923
CapExPSPY,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Previous Year",923
CapExPSPYQ,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Previous Quarter 1 Year Ago",923
CapExPSQ,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Latest Quarter",923
CapExPSRegEstANN,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Ten Year Regression Estimate",923
CapExPSRegEstTTM,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Five Year Regression Estimate",923
CapExPSRegGr%ANN,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Ten Year Regression Estimate",923
CapExPSRegGr%TTM,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Five Year Regression Growth",923
CapExPSRSD%ANN,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Ten Year Relative Standard Deviation",923
CapExPSRSD%TTM,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Five Year Relative Standard Deviation",923
CapExPSTTM,Ratios & Statistics,Per Share Ratios,"Capital Expenditures (CapEx) Per Share, Trailing 12 Months",923
CashFlPS3YAvg,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Three Year Average",1259
CashFlPS5YAvg,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Five Year Average",1259
CashFlPSA,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Latest Year",1259
CashFlPSGr%10Y,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Ten Year Annualized Growth",1259
CashFlPSGr%3Y,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Three Year Annualized Growth",1259
CashFlPSGr%5Y,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Five Year Annualized Growth",1259
CashFlPSGr%A,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Growth Annual",1259
CashFlPSGr%PQ,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Q vs Previous Q Growth",1259
CashFlPSGr%PQTTM,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Trailing Twelve Months Growth 1Q Ago",1259
CashFlPSGr%PYQ,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Q vs 1 year ago Q Growth",1259
CashFlPSGr%TTM,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Trailing Twelve Months Growth",1259
CashFlPSPQ,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Previous Quarter",1259
CashFlPSPTM,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Previous Trailing 12 Months",1259
CashFlPSPY,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Previous Year",1259
CashFlPSPYQ,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Previous Quarter 1 Year Ago",1259
CashFlPSQ,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Latest Quarter",1259
CashFlPSRegEstANN,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Ten Year Regression Estimate",1259
CashFlPSRegEstTTM,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Five Year Regression Estimate",1259
CashFlPSRegGr%ANN,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Ten Year Regression Estimate",1259
CashFlPSRegGr%TTM,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Five Year Regression Growth",1259
CashFlPSRSD%ANN,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Ten Year Relative Standard Deviation",1259
CashFlPSRSD%TTM,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Five Year Relative Standard Deviation",1259
CashFlPSTTM,Ratios & Statistics,Per Share Ratios,"Cash Flow Per Share, Trailing 12 Months",1259
CashPS3YAvg,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Three Year Average",1257
CashPS5YAvg,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Five Year Average",1257
CashPSA,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Latest Year",1257
CashPSGr%10Y,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Ten Year Annualized Growth",1257
CashPSGr%3Y,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Three Year Annualized Growth",1257
CashPSGr%5Y,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Five Year Annualized Growth",1257
CashPSGr%A,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Growth Annual",1257
CashPSGr%PQ,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Q vs Previous Q Growth",1257
CashPSGr%PQTTM,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Trailing Twelve Months Growth 1Q Ago",1257
CashPSGr%PYQ,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Q vs 1 year ago Q Growth",1257
CashPSGr%TTM,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Trailing Twelve Months Growth",1257
CashPSPQ,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Previous Quarter",1257
CashPSPTM,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Previous Trailing 12 Months",1257
CashPSPY,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Previous Year",1257
CashPSPYQ,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Previous Quarter 1 Year Ago",1257
CashPSQ,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Latest Quarter",1257
CashPSRegEstANN,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Ten Year Regression Estimate",1257
CashPSRegEstTTM,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Five Year Regression Estimate",1257
CashPSRegGr%ANN,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Ten Year Regression Estimate",1257
CashPSRegGr%TTM,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Five Year Regression Growth",1257
CashPSRSD%ANN,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Ten Year Relative Standard Deviation",1257
CashPSRSD%TTM,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Five Year Relative Standard Deviation",1257
CashPSTTM,Ratios & Statistics,Per Share Ratios,"Cash Per Share, Trailing 12 Months",1257
EBITDAPS3YAvg,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Three Year Average",0
EBITDAPS5YAvg,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Five Year Average",0
EBITDAPSA,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Latest Year",0
EBITDAPSGr%10Y,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Ten Year Annualized Growth",0
EBITDAPSGr%3Y,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Three Year Annualized Growth",0
EBITDAPSGr%5Y,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Five Year Annualized Growth",0
EBITDAPSGr%A,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Growth Annual",0
EBITDAPSGr%PQ,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Q vs Previous Q Growth",0
EBITDAPSGr%PQTTM,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Trailing Twelve Months Growth 1Q Ago",0
EBITDAPSGr%PYQ,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Q vs 1 year ago Q Growth",0
EBITDAPSGr%TTM,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Trailing Twelve Months Growth",0
EBITDAPSPQ,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Previous Quarter",0
EBITDAPSPTM,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Previous Trailing 12 Months",0
EBITDAPSPY,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Previous Year",0
EBITDAPSPYQ,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Previous Quarter 1 Year Ago",0
EBITDAPSQ,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Latest Quarter",0
EBITDAPSRegEstANN,Ratios & Statistics,Per Share Ratios,"EBITDA Per Share, Ten Year Regression Estimate",0
